#E_pot  E_kin  T  P
-2.125983e-03 7.415222e+02 2.972821e+02 8.208844e+02
-2.322086e-03 7.674346e+02 3.076706e+02 8.495701e+02
-2.414614e-03 7.965582e+02 3.193465e+02 8.818107e+02
-2.529014e-03 7.911133e+02 3.171635e+02 8.757830e+02
-2.653366e-03 7.575826e+02 3.037208e+02 8.386637e+02
-2.692667e-03 7.692115e+02 3.083829e+02 8.515372e+02
-2.686589e-03 8.079650e+02 3.239195e+02 8.944383e+02
-2.532932e-03 7.710040e+02 3.091016e+02 8.535215e+02
-2.371196e-03 7.620510e+02 3.055122e+02 8.436103e+02
-2.372318e-03 7.777686e+02 3.118135e+02 8.610100e+02
-2.487625e-03 7.536277e+02 3.021353e+02 8.342855e+02
-2.607704e-03 7.540614e+02 3.023091e+02 8.347656e+02
-2.669818e-03 7.511634e+02 3.011473e+02 8.315574e+02
-2.665238e-03 7.585625e+02 3.041137e+02 8.397485e+02
-2.476699e-03 7.460844e+02 2.991111e+02 8.259348e+02
