#E_pot  E_kin  T  P
-8.213915e-05 1.547818e+03 6.205324e+02 1.713475e+03
-7.507376e-05 1.543250e+03 6.187012e+02 1.708418e+03
-7.107920e-05 1.484611e+03 5.951921e+02 1.643503e+03
-6.882295e-05 1.415531e+03 5.674976e+02 1.567030e+03
-6.896879e-05 1.360731e+03 5.455278e+02 1.506365e+03
-7.095840e-05 1.321597e+03 5.298387e+02 1.463042e+03
-7.374510e-05 1.265455e+03 5.073308e+02 1.400891e+03
-7.705162e-05 1.343858e+03 5.387634e+02 1.487686e+03
-8.137784e-05 1.385731e+03 5.555503e+02 1.534040e+03
-8.662508e-05 1.489659e+03 5.972159e+02 1.649091e+03
-9.268450e-05 1.461305e+03 5.858488e+02 1.617703e+03
-9.956281e-05 1.479665e+03 5.932092e+02 1.638027e+03
-1.063374e-04 1.571361e+03 6.299708e+02 1.739537e+03
-1.110405e-04 1.575633e+03 6.316837e+02 1.744267e+03
-1.094787e-04 1.573336e+03 6.307626e+02 1.741723e+03
-1.066773e-04 1.411173e+03 5.657502e+02 1.562205e+03
-1.019462e-04 1.478504e+03 5.927437e+02 1.636742e+03
-9.378682e-05 1.535166e+03 6.154600e+02 1.699468e+03
-8.750913e-05 1.518106e+03 6.086207e+02 1.680583e+03
-8.309340e-05 1.494038e+03 5.989714e+02 1.653938e+03
-8.038670e-05 1.506558e+03 6.039910e+02 1.667799e+03
-8.030233e-05 1.443952e+03 5.788917e+02 1.598492e+03
-8.063898e-05 1.460773e+03 5.856354e+02 1.617114e+03
-8.112112e-05 1.437595e+03 5.763431e+02 1.591455e+03
-8.181973e-05 1.452445e+03 5.822967e+02 1.607895e+03
-8.062011e-05 1.459272e+03 5.850336e+02 1.615452e+03
-7.848931e-05 1.413675e+03 5.667533e+02 1.564975e+03
-7.719953e-05 1.476564e+03 5.919660e+02 1.634595e+03
-7.598706e-05 1.401022e+03 5.616809e+02 1.550968e+03
-7.392338e-05 1.404045e+03 5.628927e+02 1.554314e+03
-7.254986e-05 1.359688e+03 5.451095e+02 1.505210e+03
-7.349334e-05 1.364669e+03 5.471065e+02 1.510724e+03
-7.701847e-05 1.323100e+03 5.304410e+02 1.464706e+03
-8.082526e-05 1.325413e+03 5.313684e+02 1.467266e+03
-8.230682e-05 1.476097e+03 5.917791e+02 1.634078e+03
-8.222623e-05 1.500384e+03 6.015158e+02 1.660964e+03
-8.008796e-05 1.567536e+03 6.284374e+02 1.735303e+03
-7.558173e-05 1.546115e+03 6.198497e+02 1.711590e+03
-7.087164e-05 1.566988e+03 6.282176e+02 1.734696e+03
-6.729516e-05 1.608498e+03 6.448594e+02 1.780649e+03
-6.456935e-05 1.522010e+03 6.101857e+02 1.684904e+03
-6.250616e-05 1.519902e+03 6.093406e+02 1.682571e+03
-6.046618e-05 1.631916e+03 6.542478e+02 1.806573e+03
-5.935883e-05 1.591705e+03 6.381270e+02 1.762059e+03
-6.045198e-05 1.572888e+03 6.305831e+02 1.741228e+03
-6.324259e-05 1.479884e+03 5.932971e+02 1.638270e+03
-6.665813e-05 1.426771e+03 5.720037e+02 1.579473e+03
-7.087180e-05 1.447775e+03 5.804243e+02 1.602724e+03
-7.618260e-05 1.412567e+03 5.663094e+02 1.563749e+03
-8.325289e-05 1.448782e+03 5.808282e+02 1.603840e+03
-9.274924e-05 1.445816e+03 5.796391e+02 1.600556e+03
-1.042257e-04 1.407550e+03 5.642980e+02 1.558195e+03
-1.176605e-04 1.455598e+03 5.835605e+02 1.611385e+03
-1.343481e-04 1.458483e+03 5.847174e+02 1.614579e+03
-1.545190e-04 1.514461e+03 6.071592e+02 1.676547e+03
-1.814527e-04 1.495045e+03 5.993751e+02 1.655053e+03
-2.180573e-04 1.525369e+03 6.115323e+02 1.688623e+03
-2.618762e-04 1.447870e+03 5.804624e+02 1.602830e+03
-3.145270e-04 1.431733e+03 5.739932e+02 1.584966e+03
-3.689559e-04 1.471072e+03 5.897642e+02 1.628515e+03
-3.999323e-04 1.543850e+03 6.189417e+02 1.709082e+03
-4.150150e-04 1.515688e+03 6.076510e+02 1.677906e+03
-4.252096e-04 1.569990e+03 6.294214e+02 1.738020e+03
-4.209417e-04 1.500197e+03 6.014408e+02 1.660757e+03
-4.026796e-04 1.526951e+03 6.121668e+02 1.690375e+03
-3.692332e-04 1.577025e+03 6.322416e+02 1.745807e+03
-3.212323e-04 1.590380e+03 6.375960e+02 1.760592e+03
-2.733048e-04 1.600853e+03 6.417947e+02 1.772186e+03
-2.520104e-04 1.562485e+03 6.264126e+02 1.729712e+03
-2.466801e-04 1.514725e+03 6.072653e+02 1.676840e+03
-2.344996e-04 1.514022e+03 6.069835e+02 1.676062e+03
-2.208348e-04 1.511783e+03 6.060855e+02 1.673583e+03
-2.147015e-04 1.524840e+03 6.113204e+02 1.688038e+03
-2.139847e-04 1.503576e+03 6.027954e+02 1.664498e+03
-2.153150e-04 1.450881e+03 5.816695e+02 1.606163e+03
-2.207208e-04 1.576511e+03 6.320358e+02 1.745239e+03
-2.250264e-04 1.563609e+03 6.268630e+02 1.730955e+03
-2.341004e-04 1.549114e+03 6.210521e+02 1.714910e+03
-2.493813e-04 1.490995e+03 5.977516e+02 1.650570e+03
-2.651851e-04 1.503217e+03 6.026516e+02 1.664101e+03
-2.801599e-04 1.562794e+03 6.265363e+02 1.730053e+03
