#E_pot  E_kin  T  P
-9.187839e-04 1.932279e+03 3.098663e+02 2.139083e+03
-8.443876e-04 1.888111e+03 3.027834e+02 2.090188e+03
-7.909391e-04 1.969159e+03 3.157806e+02 2.179911e+03
-7.589539e-04 1.933689e+03 3.100925e+02 2.140645e+03
-7.384041e-04 1.931234e+03 3.096987e+02 2.137926e+03
-7.329478e-04 1.915915e+03 3.072422e+02 2.120968e+03
-7.448192e-04 1.873739e+03 3.004787e+02 2.074278e+03
-7.694963e-04 1.888444e+03 3.028369e+02 2.090557e+03
-7.976541e-04 1.857234e+03 2.978319e+02 2.056006e+03
-8.217234e-04 1.821347e+03 2.920768e+02 2.016278e+03
-8.395449e-04 1.892053e+03 3.034156e+02 2.094552e+03
-8.470674e-04 1.977544e+03 3.171252e+02 2.189193e+03
-8.453850e-04 1.910580e+03 3.063866e+02 2.115062e+03
-8.484513e-04 1.923637e+03 3.084805e+02 2.129517e+03
-8.535664e-04 1.876803e+03 3.009700e+02 2.077670e+03
-8.439160e-04 1.884310e+03 3.021739e+02 2.085981e+03
-8.123484e-04 1.921616e+03 3.081564e+02 2.127279e+03
-7.721131e-04 1.991599e+03 3.193791e+02 2.204752e+03
-7.382167e-04 1.908321e+03 3.060244e+02 2.112561e+03
-7.191505e-04 1.863773e+03 2.988804e+02 2.063245e+03
-7.164676e-04 1.916538e+03 3.073420e+02 2.121657e+03
-7.238604e-04 1.876114e+03 3.008596e+02 2.076907e+03
-7.327989e-04 1.852858e+03 2.971301e+02 2.051162e+03
