#E_pot  E_kin  T  P
-9.488488e-04 7.504591e+02 3.008649e+02 8.307778e+02
-9.475159e-04 7.275242e+02 2.916702e+02 8.053883e+02
-9.514424e-04 6.727322e+02 2.697036e+02 7.447320e+02
-9.905924e-04 7.114480e+02 2.852251e+02 7.875915e+02
-1.042394e-03 7.163610e+02 2.871948e+02 7.930303e+02
-1.092131e-03 7.272163e+02 2.915467e+02 8.050474e+02
-1.125552e-03 7.418400e+02 2.974095e+02 8.212362e+02
-1.132447e-03 7.327947e+02 2.937831e+02 8.112228e+02
-1.073522e-03 7.489039e+02 3.002414e+02 8.290561e+02
-9.461995e-04 7.380504e+02 2.958902e+02 8.170410e+02
-8.313583e-04 7.276938e+02 2.917381e+02 8.055760e+02
-7.460222e-04 7.325730e+02 2.936943e+02 8.109774e+02
-6.612389e-04 7.283228e+02 2.919903e+02 8.062723e+02
-5.607542e-04 6.995777e+02 2.804662e+02 7.744508e+02
-4.739832e-04 7.068409e+02 2.833780e+02 7.824912e+02
-4.089327e-04 7.322873e+02 2.935797e+02 8.106611e+02
-3.629712e-04 7.228138e+02 2.897817e+02 8.001737e+02
-3.418352e-04 7.122160e+02 2.855330e+02 7.884417e+02
-3.343127e-04 7.294566e+02 2.924449e+02 8.075274e+02
-3.393061e-04 7.669814e+02 3.074888e+02 8.490683e+02
-3.441931e-04 7.585877e+02 3.041238e+02 8.397763e+02
-3.246120e-04 7.784590e+02 3.120903e+02 8.617744e+02
-2.879955e-04 7.813550e+02 3.132514e+02 8.649804e+02
-2.581654e-04 7.803725e+02 3.128574e+02 8.638926e+02
-2.377472e-04 7.655679e+02 3.069222e+02 8.475036e+02
-2.159804e-04 7.713061e+02 3.092227e+02 8.538559e+02
-1.891945e-04 7.735532e+02 3.101235e+02 8.563435e+02
-1.638117e-04 7.567377e+02 3.033821e+02 8.377284e+02
-1.417367e-04 8.000027e+02 3.207274e+02 8.856238e+02
-1.242166e-04 8.052740e+02 3.228407e+02 8.914593e+02
-1.120911e-04 8.041447e+02 3.223879e+02 8.902092e+02
-1.049700e-04 8.321290e+02 3.336070e+02 9.211884e+02
-1.028345e-04 7.863316e+02 3.152465e+02 8.704895e+02
-1.022470e-04 7.398543e+02 2.966134e+02 8.190380e+02
-1.010132e-04 7.691886e+02 3.083738e+02 8.515118e+02
-9.730177e-05 7.677646e+02 3.078029e+02 8.499354e+02
-9.217556e-05 7.652282e+02 3.067860e+02 8.471275e+02
-8.973701e-05 8.017656e+02 3.214341e+02 8.875754e+02
-8.932133e-05 7.721228e+02 3.095501e+02 8.547600e+02
-8.928161e-05 7.861513e+02 3.151742e+02 8.702899e+02
-8.963487e-05 7.941021e+02 3.183618e+02 8.790917e+02
-8.937071e-05 7.744102e+02 3.104671e+02 8.572923e+02
-8.880134e-05 7.825834e+02 3.137438e+02 8.663402e+02
-8.702396e-05 7.850912e+02 3.147492e+02 8.691164e+02
-8.487406e-05 7.809757e+02 3.130993e+02 8.645605e+02
-8.342259e-05 8.072364e+02 3.236274e+02 8.936317e+02
-8.097463e-05 8.072291e+02 3.236245e+02 8.936236e+02
-7.752154e-05 7.908851e+02 3.170720e+02 8.755304e+02
-7.459616e-05 7.838626e+02 3.142567e+02 8.677563e+02
